"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 30, 2019","9,570.60","9,497.30","9,570.60","9,455.50","186.88M","0.56%"
"Apr 29, 2019","9,517.20","9,435.30","9,517.20","9,414.40","146.30M","0.12%"
"Apr 26, 2019","9,506.00","9,512.10","9,527.40","9,448.80","153.32M","0.05%"
"Apr 25, 2019","9,501.20","9,450.80","9,503.80","9,421.30","147.42M","0.47%"
"Apr 24, 2019","9,456.40","9,506.30","9,525.20","9,427.40","157.93M","-0.74%"
"Apr 23, 2019","9,527.20","9,586.00","9,588.20","9,492.20","159.55M","-0.57%"
"Apr 18, 2019","9,581.90","9,553.70","9,581.90","9,480.00","165.27M","0.34%"
"Apr 17, 2019","9,549.80","9,486.00","9,580.60","9,460.50","193.16M","0.55%"
"Apr 16, 2019","9,497.30","9,492.40","9,543.70","9,462.90","140.51M","0.00%"
"Apr 15, 2019","9,497.10","9,488.10","9,528.40","9,468.10","156.93M","0.30%"
"Apr 12, 2019","9,468.50","9,441.30","9,509.20","9,390.20","212.33M","0.24%"
"Apr 11, 2019","9,445.40","9,423.10","9,468.70","9,372.30","178.53M","0.41%"
"Apr 10, 2019","9,406.50","9,423.50","9,467.50","9,395.20","152.20M","-0.01%"
"Apr 09, 2019","9,407.80","9,428.30","9,511.20","9,388.30","137.60M","-0.32%"
"Apr 08, 2019","9,437.70","9,483.40","9,495.10","9,425.20","121.81M","-0.76%"
"Apr 05, 2019","9,510.30","9,542.40","9,553.60","9,476.50","178.69M","-0.25%"
"Apr 04, 2019","9,534.10","9,488.90","9,551.50","9,472.00","164.76M","0.49%"
"Apr 03, 2019","9,487.80","9,457.10","9,491.20","9,436.50","173.81M","1.33%"
"Apr 02, 2019","9,363.50","9,356.70","9,400.70","9,322.90","152.28M","0.23%"
"Apr 01, 2019","9,341.70","9,304.80","9,355.20","9,269.70","200.87M","1.10%"
"Mar 29, 2019","9,240.30","9,226.50","9,273.80","9,190.50","181.74M","0.72%"
"Mar 28, 2019","9,174.70","9,214.10","9,245.60","9,170.40","153.24M","-0.60%"
"Mar 27, 2019","9,229.90","9,194.80","9,323.50","9,146.10","239.05M","0.51%"
"Mar 26, 2019","9,183.10","9,189.70","9,211.70","9,151.50","168.85M","0.03%"
"Mar 25, 2019","9,179.90","9,159.40","9,232.80","9,127.30","169.09M","-0.21%"
"Mar 22, 2019","9,199.40","9,394.60","9,395.20","9,188.30","216.68M","-1.67%"
"Mar 21, 2019","9,355.60","9,387.40","9,397.60","9,326.20","179.84M","-0.53%"
"Mar 20, 2019","9,405.60","9,467.70","9,509.20","9,405.60","138.67M","-0.91%"
"Mar 19, 2019","9,492.30","9,428.40","9,532.90","9,417.90","150.40M","0.88%"
"Mar 18, 2019","9,409.10","9,350.80","9,418.80","9,343.90","152.58M","0.72%"
"Mar 15, 2019","9,342.20","9,219.50","9,342.20","9,216.10","372.91M","1.44%"
"Mar 14, 2019","9,209.80","9,193.70","9,283.90","9,192.10","155.13M","0.19%"
"Mar 13, 2019","9,192.70","9,134.70","9,202.70","9,123.00","162.61M","0.34%"
"Mar 12, 2019","9,161.70","9,206.90","9,213.80","9,137.20","144.90M","-0.11%"
"Mar 11, 2019","9,171.90","9,157.70","9,181.70","9,106.80","129.69M","0.47%"
"Mar 08, 2019","9,129.30","9,173.20","9,205.50","9,110.50","197.95M","-1.30%"
"Mar 07, 2019","9,249.90","9,301.00","9,366.70","9,216.10","253.05M","-0.50%"
"Mar 06, 2019","9,296.70","9,243.10","9,344.60","9,235.40","140.84M","0.42%"
"Mar 05, 2019","9,258.20","9,255.70","9,298.70","9,204.30","140.18M","-0.02%"
"Mar 04, 2019","9,259.80","9,309.30","9,322.00","9,248.00","112.92M","-0.09%"
"Mar 01, 2019","9,267.70","9,313.50","9,361.40","9,267.70","167.87M","-0.11%"
"Feb 28, 2019","9,277.70","9,166.30","9,293.10","9,141.00","260.63M","0.72%"
"Feb 27, 2019","9,211.70","9,206.20","9,226.20","9,160.90","174.51M","-0.17%"
"Feb 26, 2019","9,227.20","9,172.00","9,235.80","9,141.80","127.10M","0.25%"
"Feb 25, 2019","9,204.30","9,244.20","9,261.40","9,198.80","131.23M","-0.00%"
"Feb 22, 2019","9,204.60","9,184.70","9,238.90","9,175.30","131.20M","0.15%"
"Feb 21, 2019","9,191.20","9,202.50","9,224.70","9,162.90","137.60M","0.11%"
"Feb 20, 2019","9,181.10","9,156.80","9,189.70","9,148.70","130.32M","0.49%"
"Feb 19, 2019","9,136.40","9,152.10","9,187.60","9,096.10","117.86M","-0.21%"
"Feb 18, 2019","9,155.50","9,134.60","9,174.70","9,123.60","115.18M","0.35%"
"Feb 15, 2019","9,123.20","8,953.40","9,134.80","8,918.50","208.11M","1.91%"
"Feb 14, 2019","8,952.50","9,035.70","9,038.00","8,943.90","169.67M","-0.33%"
"Feb 13, 2019","8,982.40","8,993.30","9,015.60","8,956.90","155.30M","-0.01%"
"Feb 12, 2019","8,983.10","8,989.50","9,032.30","8,961.40","138.79M","0.52%"
"Feb 11, 2019","8,936.40","8,905.10","8,974.80","8,893.10","132.24M","0.90%"
"Feb 08, 2019","8,856.80","8,915.40","8,928.40","8,826.50","165.21M","-0.91%"
"Feb 07, 2019","8,938.30","9,062.40","9,098.40","8,938.30","178.62M","-1.79%"
"Feb 06, 2019","9,100.90","9,070.40","9,113.70","9,055.80","149.92M","0.10%"
"Feb 05, 2019","9,092.00","8,982.00","9,092.00","8,949.20","210.16M","1.30%"
"Feb 04, 2019","8,975.20","9,015.30","9,036.00","8,905.80","221.48M","-0.49%"
"Feb 01, 2019","9,019.40","9,058.60","9,078.70","8,942.40","286.84M","-0.41%"
"Jan 31, 2019","9,056.70","9,103.80","9,117.10","8,981.70","222.89M","-0.16%"
"Jan 30, 2019","9,071.50","9,123.90","9,142.10","9,034.10","154.21M","-0.52%"
"Jan 29, 2019","9,119.10","9,064.60","9,163.80","9,034.10","144.38M","0.63%"
"Jan 28, 2019","9,062.40","9,149.50","9,181.50","9,048.90","134.49M","-1.34%"
"Jan 25, 2019","9,185.20","9,206.90","9,225.40","9,164.60","161.49M","0.38%"
"Jan 24, 2019","9,150.00","9,150.00","9,205.40","9,088.00","163.42M","0.23%"
"Jan 23, 2019","9,128.80","9,011.90","9,169.70","9,006.40","135.90M","1.01%"
"Jan 22, 2019","9,037.50","9,009.00","9,055.60","9,001.10","143.28M","-0.18%"
"Jan 21, 2019","9,053.80","9,064.80","9,070.60","9,033.20","90.49M","-0.17%"
"Jan 18, 2019","9,069.10","8,962.30","9,080.80","8,950.90","203.55M","1.80%"
"Jan 17, 2019","8,908.60","8,868.10","8,939.10","8,850.60","152.92M","-0.05%"
"Jan 16, 2019","8,912.70","8,869.50","8,912.70","8,836.70","176.32M","0.71%"
"Jan 15, 2019","8,850.10","8,878.40","8,915.90","8,768.20","136.52M","0.36%"
"Jan 14, 2019","8,818.60","8,819.20","8,840.40","8,751.20","126.00M","-0.66%"
"Jan 11, 2019","8,877.10","8,855.90","8,900.40","8,836.00","151.62M","0.23%"
"Jan 10, 2019","8,856.80","8,790.00","8,856.80","8,784.50","148.19M","0.38%"
"Jan 09, 2019","8,823.60","8,887.40","8,892.90","8,807.00","160.46M","-0.27%"
"Jan 08, 2019","8,847.30","8,783.10","8,895.90","8,773.40","160.82M","0.81%"
"Jan 07, 2019","8,776.30","8,781.20","8,783.50","8,710.40","128.76M","0.44%"
"Jan 04, 2019","8,737.80","8,593.80","8,774.30","8,588.10","169.09M","2.52%"
"Jan 03, 2019","8,523.30","8,497.50","8,590.90","8,488.10","135.07M","-0.31%"
"Jan 02, 2019","8,550.00","8,448.30","8,582.40","8,354.80","130.76M","0.12%"
"Dec 31, 2018","8,539.90","8,510.80","8,583.30","8,490.70","64.73M","0.54%"
"Dec 28, 2018","8,493.70","8,386.20","8,513.40","8,378.70","143.83M","1.55%"
"Dec 27, 2018","8,363.90","8,555.60","8,557.70","8,286.20","211.96M","-1.38%"
"Dec 24, 2018","8,480.60","8,490.20","8,528.40","8,471.20","53.51M","-0.89%"
"Dec 21, 2018","8,556.80","8,563.20","8,598.40","8,468.40","389.12M","-0.46%"
"Dec 20, 2018","8,596.50","8,647.80","8,698.50","8,567.00","231.92M","-1.97%"
"Dec 19, 2018","8,769.10","8,720.10","8,804.20","8,717.80","188.36M","0.78%"
"Dec 18, 2018","8,700.80","8,781.10","8,802.10","8,700.80","225.82M","-1.27%"
"Dec 17, 2018","8,812.50","8,862.90","8,906.20","8,807.90","173.09M","-0.83%"
"Dec 14, 2018","8,886.10","8,865.90","8,908.00","8,787.60","151.98M","-0.45%"
"Dec 13, 2018","8,926.30","8,915.80","8,974.90","8,868.60","216.18M","0.82%"
"Dec 12, 2018","8,853.40","8,724.90","8,887.70","8,718.10","219.18M","1.35%"
"Dec 11, 2018","8,735.50","8,709.40","8,826.40","8,671.90","210.51M","0.87%"
"Dec 10, 2018","8,660.00","8,771.00","8,804.60","8,644.00","174.11M","-1.76%"
"Dec 07, 2018","8,815.50","8,819.60","8,914.60","8,805.20","164.63M","0.58%"
"Dec 06, 2018","8,764.50","8,926.00","8,927.40","8,743.70","214.51M","-2.75%"
"Dec 05, 2018","9,012.20","8,983.70","9,048.50","8,945.50","136.51M","-0.55%"
"Dec 04, 2018","9,061.70","9,148.50","9,170.80","9,057.70","164.52M","-1.28%"
"Dec 03, 2018","9,179.60","9,239.80","9,262.10","9,159.10","167.66M","1.13%"
"Nov 30, 2018","9,077.20","9,112.40","9,117.80","9,046.20","207.83M","-0.24%"
"Nov 29, 2018","9,098.90","9,168.90","9,199.60","9,080.70","145.11M","-0.04%"
"Nov 28, 2018","9,102.70","9,120.40","9,163.10","9,096.80","148.53M","0.19%"
"Nov 27, 2018","9,085.60","9,091.70","9,156.40","9,033.00","173.49M","-0.06%"
"Nov 26, 2018","9,091.20","8,984.00","9,104.60","8,984.00","173.69M","1.96%"
"Nov 23, 2018","8,916.70","8,903.20","8,951.10","8,867.70","94.33M","0.12%"
"Nov 22, 2018","8,906.20","8,917.40","8,947.60","8,878.70","118.00M","-0.61%"
"Nov 21, 2018","8,960.60","8,905.70","8,979.20","8,896.30","145.08M","1.06%"
"Nov 20, 2018","8,866.50","8,970.70","8,977.00","8,829.60","176.40M","-1.55%"
"Nov 19, 2018","9,006.30","9,073.80","9,138.30","9,006.30","123.71M","-0.56%"
"Nov 16, 2018","9,056.80","9,111.60","9,131.50","9,015.90","202.08M","-0.18%"
"Nov 15, 2018","9,073.50","9,133.70","9,189.80","9,018.60","184.70M","-0.36%"
"Nov 14, 2018","9,106.60","9,097.80","9,176.40","9,036.70","139.66M","-0.42%"
"Nov 13, 2018","9,145.40","9,097.20","9,163.30","9,074.50","153.90M","0.76%"
"Nov 12, 2018","9,076.30","9,174.80","9,180.60","9,068.30","141.48M","-0.64%"
"Nov 09, 2018","9,134.80","9,117.70","9,156.80","9,079.70","203.27M","-0.46%"
"Nov 08, 2018","9,177.00","9,182.70","9,232.30","9,147.80","147.22M","0.10%"
"Nov 07, 2018","9,167.90","9,165.20","9,174.20","9,117.70","249.73M","1.99%"
"Nov 06, 2018","8,988.90","9,002.30","9,013.10","8,911.30","146.18M","-0.24%"
"Nov 05, 2018","9,010.70","9,005.40","9,065.30","9,002.20","142.75M","0.20%"
"Nov 02, 2018","8,993.00","9,058.70","9,073.50","8,976.50","173.42M","0.43%"
"Nov 01, 2018","8,954.80","8,882.50","8,985.30","8,875.80","169.06M","0.69%"
"Oct 31, 2018","8,893.50","8,911.50","8,962.60","8,883.80","299.96M","0.99%"
"Oct 30, 2018","8,806.10","8,849.50","8,874.00","8,776.20","194.83M","-0.17%"
"Oct 29, 2018","8,821.20","8,775.70","8,882.70","8,752.90","184.72M","1.04%"
"Oct 26, 2018","8,730.40","8,746.10","8,746.10","8,627.60","234.58M","-0.62%"
"Oct 25, 2018","8,785.20","8,639.50","8,797.90","8,637.50","253.39M","1.24%"
"Oct 24, 2018","8,677.40","8,767.00","8,805.50","8,677.40","201.04M","-0.56%"
"Oct 23, 2018","8,726.10","8,715.40","8,781.90","8,681.70","249.66M","-0.91%"
"Oct 22, 2018","8,806.50","8,997.70","9,013.10","8,796.30","197.33M","-0.96%"
"Oct 19, 2018","8,892.10","8,874.70","8,960.20","8,768.60","349.74M","0.03%"
"Oct 18, 2018","8,889.60","8,970.70","9,063.80","8,887.90","313.57M","-1.20%"
"Oct 17, 2018","8,997.20","9,113.40","9,140.30","8,967.10","185.71M","-0.85%"
"Oct 16, 2018","9,074.70","8,967.80","9,096.80","8,934.00","200.18M","1.69%"
"Oct 15, 2018","8,923.70","8,883.10","8,936.50","8,849.40","169.65M","0.24%"
"Oct 12, 2018","8,902.00","9,094.70","9,098.10","8,897.50","168.95M","-1.18%"
"Oct 11, 2018","9,007.90","9,018.40","9,121.00","8,970.80","238.99M","-1.69%"
"Oct 10, 2018","9,162.90","9,243.20","9,273.00","9,158.80","177.15M","-1.05%"
"Oct 09, 2018","9,260.50","9,231.70","9,283.30","9,136.20","171.34M","0.67%"
"Oct 08, 2018","9,199.20","9,227.10","9,243.00","9,167.40","140.67M","-0.59%"
"Oct 05, 2018","9,253.90","9,318.10","9,318.10","9,239.90","133.29M","-0.65%"
"Oct 04, 2018","9,314.50","9,349.00","9,378.70","9,304.70","170.70M","-0.50%"
"Oct 03, 2018","9,361.10","9,360.60","9,424.70","9,300.80","156.82M","0.60%"
"Oct 02, 2018","9,305.50","9,349.10","9,356.10","9,285.10","187.25M","-1.08%"
"Oct 01, 2018","9,407.00","9,384.30","9,475.20","9,367.60","155.28M","0.19%"
"Sep 28, 2018","9,389.20","9,468.00","9,468.90","9,299.60","243.63M","-1.45%"
"Sep 27, 2018","9,527.50","9,492.50","9,542.80","9,406.80","151.51M","0.03%"
"Sep 26, 2018","9,524.80","9,519.60","9,530.30","9,471.10","136.92M","0.33%"
"Sep 25, 2018","9,493.60","9,524.80","9,568.00","9,480.40","141.86M","-0.20%"
"Sep 24, 2018","9,512.80","9,549.90","9,586.00","9,499.90","142.11M","-0.81%"
"Sep 21, 2018","9,590.40","9,614.30","9,665.40","9,563.30","408.47M","0.07%"
"Sep 20, 2018","9,583.70","9,489.50","9,607.00","9,488.30","232.06M","1.03%"
"Sep 19, 2018","9,486.30","9,464.40","9,502.90","9,422.40","205.65M","0.41%"
"Sep 18, 2018","9,447.50","9,406.70","9,453.60","9,385.80","141.91M","0.46%"
"Sep 17, 2018","9,404.60","9,350.30","9,434.40","9,349.90","147.15M","0.42%"
"Sep 14, 2018","9,365.30","9,359.40","9,378.30","9,324.20","132.23M","0.39%"
"Sep 13, 2018","9,329.20","9,308.00","9,387.10","9,296.70","159.38M","0.24%"
"Sep 12, 2018","9,306.80","9,286.50","9,319.70","9,248.70","130.32M","0.24%"
"Sep 11, 2018","9,284.10","9,301.10","9,302.50","9,211.80","122.17M","0.14%"
"Sep 10, 2018","9,270.80","9,173.00","9,300.90","9,161.00","144.74M","1.09%"
"Sep 07, 2018","9,171.20","9,209.20","9,237.90","9,111.10","162.08M","-0.41%"
"Sep 06, 2018","9,208.70","9,267.70","9,291.80","9,208.20","160.95M","-1.00%"
"Sep 05, 2018","9,301.30","9,353.20","9,377.60","9,301.30","180.70M","-0.80%"
"Sep 04, 2018","9,376.30","9,414.70","9,436.10","9,308.70","159.84M","0.00%"
"Sep 03, 2018","9,376.10","9,387.70","9,421.60","9,356.10","89.35M","-0.24%"
"Aug 31, 2018","9,399.10","9,466.30","9,470.60","9,375.10","172.66M","-0.72%"
"Aug 30, 2018","9,467.60","9,546.10","9,574.10","9,445.10","144.31M","-1.06%"
"Aug 29, 2018","9,569.50","9,585.70","9,597.10","9,502.30","104.42M","-0.39%"
"Aug 28, 2018","9,606.50","9,667.60","9,671.10","9,598.40","114.91M","-0.55%"
"Aug 27, 2018","9,659.80","9,631.60","9,662.70","9,596.20","79.60M","0.73%"
"Aug 24, 2018","9,589.50","9,559.70","9,625.80","9,559.70","99.42M","0.23%"
"Aug 23, 2018","9,567.30","9,592.50","9,630.20","9,556.20","93.56M","-0.13%"
"Aug 22, 2018","9,580.20","9,535.50","9,595.40","9,512.40","114.12M","0.33%"
"Aug 21, 2018","9,549.00","9,465.90","9,591.00","9,459.40","110.66M","0.85%"
"Aug 20, 2018","9,468.60","9,448.90","9,512.50","9,437.10","95.32M","0.54%"
"Aug 17, 2018","9,417.30","9,450.30","9,457.00","9,357.60","141.12M","-0.11%"
"Aug 16, 2018","9,427.40","9,440.80","9,458.90","9,384.70","138.15M","0.43%"
"Aug 15, 2018","9,386.80","9,537.00","9,547.60","9,339.50","163.61M","-1.26%"
"Aug 14, 2018","9,507.00","9,574.80","9,596.30","9,476.90","164.12M","-0.25%"
"Aug 13, 2018","9,530.40","9,543.80","9,558.40","9,475.10","177.47M","-0.75%"
"Aug 10, 2018","9,602.10","9,669.60","9,675.60","9,557.40","224.94M","-1.56%"
"Aug 09, 2018","9,754.60","9,745.20","9,756.70","9,693.20","108.33M","0.08%"
"Aug 08, 2018","9,747.10","9,763.90","9,794.00","9,700.40","107.99M","-0.26%"
"Aug 07, 2018","9,772.80","9,751.80","9,813.60","9,743.40","101.97M","0.52%"
"Aug 06, 2018","9,722.70","9,758.40","9,788.40","9,699.30","114.09M","-0.18%"
"Aug 03, 2018","9,739.80","9,710.30","9,762.70","9,671.20","146.43M","0.43%"
"Aug 02, 2018","9,698.20","9,765.90","9,783.80","9,666.60","196.96M","-1.03%"
"Aug 01, 2018","9,799.30","9,871.10","9,902.30","9,795.10","136.28M","-0.72%"
"Jul 31, 2018","9,870.70","9,846.20","9,924.40","9,843.50","203.08M","0.17%"
"Jul 30, 2018","9,854.10","9,827.90","9,905.30","9,825.10","140.60M","-0.14%"
"Jul 27, 2018","9,867.90","9,781.60","9,896.00","9,775.90","230.69M","0.90%"
"Jul 26, 2018","9,780.00","9,741.20","9,789.70","9,732.50","184.76M","0.79%"
"Jul 25, 2018","9,703.10","9,769.80","9,771.70","9,686.20","149.29M","-0.72%"
"Jul 24, 2018","9,773.10","9,775.90","9,820.10","9,753.90","160.66M","0.48%"
"Jul 23, 2018","9,726.10","9,699.70","9,747.60","9,661.40","116.98M","0.01%"
"Jul 20, 2018","9,724.80","9,710.40","9,751.30","9,654.30","162.18M","0.04%"
"Jul 19, 2018","9,721.10","9,748.90","9,796.70","9,696.20","147.19M","-0.33%"
"Jul 18, 2018","9,753.20","9,739.10","9,753.20","9,672.70","143.48M","0.35%"
"Jul 17, 2018","9,719.40","9,716.40","9,759.50","9,643.90","175.05M","0.03%"
"Jul 16, 2018","9,716.90","9,733.60","9,781.10","9,697.10","113.17M","-0.18%"
"Jul 13, 2018","9,734.80","9,807.50","9,807.50","9,717.60","132.53M","-0.33%"
"Jul 12, 2018","9,767.40","9,774.80","9,784.80","9,694.40","128.90M","0.35%"
"Jul 11, 2018","9,733.60","9,822.50","9,833.40","9,733.60","175.89M","-1.57%"
"Jul 10, 2018","9,889.30","9,935.60","9,938.00","9,873.30","147.68M","-0.38%"
"Jul 09, 2018","9,927.00","9,923.50","9,971.60","9,912.70","130.08M","0.22%"
"Jul 06, 2018","9,905.00","9,905.00","9,926.90","9,833.20","166.58M","0.39%"
"Jul 05, 2018","9,866.20","9,773.50","9,919.50","9,773.50","184.52M","1.11%"
"Jul 04, 2018","9,757.50","9,643.80","9,767.20","9,642.80","137.32M","1.00%"
"Jul 03, 2018","9,660.90","9,591.60","9,693.40","9,556.10","134.42M","1.07%"
"Jul 02, 2018","9,558.30","9,526.30","9,591.00","9,443.50","153.11M","-0.67%"
"Jun 29, 2018","9,622.70","9,671.10","9,741.30","9,620.30","200.36M","0.35%"
"Jun 28, 2018","9,589.00","9,603.60","9,669.20","9,541.90","144.70M","-0.72%"
"Jun 27, 2018","9,658.60","9,636.60","9,723.90","9,506.60","182.58M","0.22%"
"Jun 26, 2018","9,637.40","9,670.30","9,699.80","9,619.10","158.75M","0.20%"
"Jun 25, 2018","9,617.90","9,711.40","9,737.90","9,617.90","151.25M","-1.78%"
"Jun 22, 2018","9,792.10","9,738.90","9,799.50","9,724.90","155.31M","0.93%"
"Jun 21, 2018","9,702.10","9,824.40","9,844.00","9,683.40","161.70M","-0.89%"
"Jun 20, 2018","9,788.90","9,835.00","9,876.80","9,788.90","164.70M","0.34%"
"Jun 19, 2018","9,755.40","9,656.60","9,782.60","9,598.50","172.89M","-0.14%"
"Jun 18, 2018","9,769.40","9,818.00","9,859.50","9,717.00","145.64M","-0.83%"
"Jun 15, 2018","9,851.00","9,980.10","9,985.90","9,798.90","377.07M","-1.07%"
"Jun 14, 2018","9,957.70","9,862.40","9,973.90","9,836.50","180.25M","0.59%"
"Jun 13, 2018","9,899.10","9,900.20","9,923.90","9,838.30","172.85M","-0.15%"
"Jun 12, 2018","9,914.40","9,940.60","9,961.60","9,901.60","158.18M","0.16%"
"Jun 11, 2018","9,898.30","9,835.00","9,915.20","9,799.10","199.95M","1.56%"
"Jun 08, 2018","9,746.30","9,762.70","9,772.20","9,713.20","176.05M","-0.84%"
"Jun 07, 2018","9,829.00","9,844.20","9,940.60","9,814.80","190.78M","0.38%"
"Jun 06, 2018","9,791.60","9,702.70","9,793.80","9,654.40","202.43M","1.09%"
"Jun 05, 2018","9,686.40","9,730.60","9,812.90","9,686.40","183.42M","-0.66%"
"Jun 04, 2018","9,750.30","9,716.30","9,830.70","9,686.80","193.67M","1.22%"
"Jun 01, 2018","9,632.40","9,544.70","9,677.50","9,529.00","238.95M","1.76%"
"May 31, 2018","9,465.50","9,625.10","9,649.00","9,400.30","355.89M","-1.05%"
"May 30, 2018","9,566.20","9,553.00","9,618.30","9,477.20","283.88M","0.47%"
"May 29, 2018","9,521.30","9,668.40","9,668.40","9,447.60","364.03M","-2.49%"
"May 28, 2018","9,764.40","9,891.40","9,921.40","9,732.60","155.74M","-0.63%"
"May 25, 2018","9,826.50","10,031.00","10,053.10","9,722.80","298.27M","-1.70%"
"May 24, 2018","9,996.00","10,045.50","10,092.50","9,964.00","155.88M","-0.29%"
"May 23, 2018","10,025.00","10,101.80","10,101.80","9,957.80","157.92M","-1.12%"
"May 22, 2018","10,138.80","10,081.50","10,156.40","10,060.80","145.40M","0.72%"
"May 21, 2018","10,066.50","10,155.20","10,155.90","10,055.80","110.38M","-0.45%"
"May 18, 2018","10,112.40","10,209.30","10,221.00","10,088.40","249.55M","-1.02%"
"May 17, 2018","10,216.40","10,120.80","10,216.40","10,108.50","153.62M","1.04%"
"May 16, 2018","10,111.00","10,189.80","10,194.20","10,089.80","212.00M","-0.95%"
"May 15, 2018","10,207.60","10,237.90","10,265.00","10,159.10","152.74M","-0.49%"
"May 14, 2018","10,257.80","10,277.20","10,291.40","10,215.30","108.96M","-0.13%"
"May 11, 2018","10,271.40","10,245.20","10,284.50","10,242.10","120.33M","0.24%"
"May 10, 2018","10,246.60","10,243.30","10,257.10","10,191.10","116.75M","0.25%"
"May 09, 2018","10,221.20","10,163.70","10,222.70","10,138.90","133.26M","0.52%"
"May 08, 2018","10,168.10","10,135.10","10,180.50","10,091.90","177.96M","0.27%"
"May 07, 2018","10,140.90","10,114.20","10,148.60","10,106.30","89.76M","0.36%"
"May 04, 2018","10,104.10","10,047.10","10,104.10","10,029.40","162.05M","0.65%"
"May 03, 2018","10,038.80","10,080.70","10,095.20","10,017.60","140.96M","-0.50%"
"May 02, 2018","10,088.90","9,982.60","10,098.90","9,981.40","157.39M","1.09%"
"Apr 30, 2018","9,980.60","9,924.00","9,995.40","9,916.10","142.92M","0.56%"
"Apr 27, 2018","9,925.40","9,894.20","9,947.30","9,883.80","139.09M","0.23%"
"Apr 26, 2018","9,902.30","9,871.50","9,914.70","9,856.70","131.27M","0.45%"
"Apr 25, 2018","9,858.00","9,829.20","9,858.40","9,793.00","161.12M","-0.26%"
"Apr 24, 2018","9,883.40","9,922.70","9,939.40","9,848.40","188.82M","-0.39%"
"Apr 23, 2018","9,922.00","9,898.60","9,922.00","9,862.60","118.07M","0.38%"
"Apr 20, 2018","9,884.20","9,864.40","9,908.00","9,847.10","139.38M","0.16%"
"Apr 19, 2018","9,868.00","9,861.80","9,902.70","9,838.80","120.80M","0.11%"
"Apr 18, 2018","9,857.30","9,814.50","9,871.30","9,800.30","146.90M","0.54%"
"Apr 17, 2018","9,803.90","9,785.40","9,824.40","9,762.30","112.40M","0.39%"
"Apr 16, 2018","9,766.10","9,768.70","9,796.50","9,747.30","100.40M","-0.01%"
"Apr 13, 2018","9,767.30","9,764.00","9,858.90","9,744.40","137.08M","0.21%"
"Apr 12, 2018","9,747.00","9,733.00","9,767.60","9,706.10","127.53M","0.12%"
"Apr 11, 2018","9,735.80","9,742.60","9,786.30","9,717.30","122.93M","-0.28%"
"Apr 10, 2018","9,763.50","9,798.50","9,806.00","9,738.70","125.80M","0.21%"
"Apr 09, 2018","9,742.80","9,735.10","9,790.20","9,716.80","99.21M","0.62%"
